run_name,created_at,state,dataset,method,accuracy,precision,recall,f1
python_t2a,2026-06-07T10:53:22Z,finished,python,t2a,0.9981976361301174,0.9982666574214808,0.9981282495660324,0.9981974436959248
python_no_comment_t2a,2026-06-07T11:02:01Z,finished,python_no_comment,t2a,0.5137776853486833,0.5069783793283505,0.9997227036388217,0.6727781620844814
java_t2a,2026-06-07T11:10:37Z,finished,java,t2a,0.5737609067191807,0.5398251578433512,0.9998200953485652,0.7011070065159766
aigcodeset_t2a,2026-06-07T11:17:29Z,finished,aigcodeset,t2a,0.38032440986366833,0.3754493409660825,0.9971711456824712,0.5455072984717866
